
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: K                               : 162893.133u   3298.150s  20639.575w  89097 calls
JK: K1                              : 153449.733u   2204.083s  15628.728w  89097 calls
JK: K2                              :   9342.983u   1093.500s   5005.936w  89097 calls
JK: (Q|mn)^L Read                   :   2014.617u   2738.717s   2235.661w  90484 calls
JK: (Q|mn)^R Read                   :   1887.400u   2694.233s   2215.176w  90484 calls
JK: wK                              :  73427.983u   2541.200s  33232.736w 149354 calls
JK: wK1                             :  63344.367u   1262.033s  27557.999w 298708 calls
JK: wK2                             :   9967.067u   1276.450s   5665.197w 149354 calls
JK: AO2USO                          :      0.400u      0.000s      0.193w  59266 calls
HF: Form F                          :     27.000u      1.050s     67.010w  29831 calls
HF: Form D                          :     21.400u      0.700s     32.761w  29831 calls
HF: DIIS                            :   1041.000u     75.383s   1256.998w  28840 calls
HF: Form C                          :   1323.483u     29.367s   2393.375w  28840 calls
JK: (A|Q)^-1/2                      :   1081.250u     20.817s    870.796w    991 calls
JK: (A|mn)^R                        :   2198.350u      1.083s    906.292w    991 calls
Grad: V T Perturb                   :   1721.350u      0.417s     51.718w    991 calls
Grad: S                             :    184.833u      0.183s     11.825w    991 calls
Grad: JK                            :  24455.450u   1094.717s  11351.280w    991 calls
JKGrad: Amn                         :   3567.933u    325.000s   1499.364w    991 calls
JKGrad: Awmn                        :   3337.617u    322.800s   1730.539w    991 calls
JKGrad: AB                          :   1373.133u     75.417s    910.675w    991 calls
JKGrad: UV                          :    324.133u     57.100s    164.555w    991 calls
JKGrad: ABx                         :    170.733u      4.850s     69.072w    991 calls
JKGrad: Amnx                        :  15638.400u    300.950s   6967.680w    991 calls
Grad: XC                            :   5443.967u      1.083s   2303.384w    991 calls
V_xc gradient                       :   1457.594p                         2346588 calls

--------------------------------------------------------------------------------------
V: Grid                             :   3957.417u     14.900s   1373.336w   1982 calls
| build grid                        :   3323.833u      6.883s   1034.715w   1982 calls
| post-process grid                 :    632.100u      8.000s    338.095w   1982 calls
DFH: sparsity prep                  :    119.117u      0.117s    107.249w    991 calls
| Libint2ERI::Libint2ERI            :     76.200u      0.000s     69.050w    991 calls
Libint2ERI::Libint2ERI              :    308.683u      0.950s    249.935w   5946 calls
Libint2ErfERI::Libint2ErfERI        :    179.683u      0.050s    151.812w   1982 calls
JK: (A|Q)^-1                        :   2189.783u    132.033s   1760.550w   1982 calls
| Libint2ERI::Libint2ERI            :      1.750u      0.767s      1.508w   3964 calls
JK: (A|mn)                          :   3350.250u    268.333s   1472.421w   1982 calls
JK: (Q|mn)                          :   2547.017u    352.750s   1305.293w   1982 calls
JK: (Q|mn) Write                    :     46.967u     60.767s     50.427w    991 calls
JK: (A|mn)^L                        :   3343.033u    228.350s   1445.559w   1982 calls
JK: (Q|mn)^L                        :   2487.750u    354.033s   1253.874w   1982 calls
JK: (Q|mn)^L Write                  :     49.767u     60.700s     48.869w    991 calls
JK: (Q|mn)^R                        :   2585.017u    192.683s   1183.781w    991 calls
JK: (Q|mn)^R Write                  :     64.333u     95.867s     85.793w    991 calls
HF: Form core H                     :     56.717u      0.833s     34.051w    991 calls
HF: Form S/X                        :     57.067u      1.450s    111.664w    991 calls
HF: Guess                           :    451.850u     88.150s    375.957w    991 calls
| SAD Guess                         :    446.450u     87.883s    373.122w    991 calls
HF: Form G                          : 154295.617u  11529.717s  71220.895w  29831 calls
| RV: Form V                        :  87549.283u     25.600s  36222.599w  29831 calls
| | Properties                      :  40372.440p                         70637453 calls
| | Functional                      :   7221.320p                         70637453 calls
| | V_xc                            :  23995.727p                         70637453 calls
| JK: D                             :     30.350u      1.267s     48.640w  29831 calls
| JK: USO2AO                        :      0.783u      0.000s      0.248w  29831 calls
| JK: JK                            :  66652.883u  11499.683s  34790.565w  29831 calls
| | JK: (Q|mn) Read                 :   2620.383u   3554.017s   2939.331w  59662 calls
| | JK: J                           :   1528.633u     13.167s    705.189w  59662 calls
| | | JK: J1                        :    741.517u      6.650s    342.397w  59662 calls
| | | JK: J2                        :    727.083u      5.267s    348.271w  59662 calls
| | JK: K                           :  20815.567u    738.000s   9333.316w  59662 calls
| | | JK: K1                        :  16085.767u    179.800s   6804.703w  59662 calls
| | | JK: K2                        :   4698.500u    557.900s   2525.499w  59662 calls
| | JK: (Q|mn)^L Read               :   2014.617u   2738.717s   2235.661w  90484 calls
| | JK: (Q|mn)^R Read               :   1887.400u   2694.233s   2215.176w  90484 calls
| | JK: wK                          :  36168.550u    826.233s  16123.663w  90484 calls
| | | JK: wK1                       :  31068.817u    168.133s  13219.134w 180968 calls
| | | JK: wK2                       :   5028.183u    656.350s   2898.503w  90484 calls
| JK: AO2USO                        :      0.250u      0.000s      0.108w  29831 calls
HF: Form F                          :     27.000u      1.050s     67.010w  29831 calls
HF: Form D                          :     21.400u      0.700s     32.761w  29831 calls
HF: DIIS                            :   1041.000u     75.383s   1256.998w  28840 calls
HF: Form C                          :   1323.483u     29.367s   2393.375w  28840 calls
JK: (A|Q)^-1/2                      :   1081.250u     20.817s    870.796w    991 calls
| Libint2ERI::Libint2ERI            :      1.333u      0.083s      0.910w   1982 calls
JK: (A|mn)^R                        :   2198.350u      1.083s    906.292w    991 calls
JK: D                               :   7831.083u      0.500s    113.655w  29435 calls
JK: USO2AO                          :      4.350u      0.000s      0.284w  29435 calls
JK: JK                              : 289799.167u   4804.783s  30542.428w  29435 calls
| JK: J                             :  95497.150u     11.650s   1318.087w  29435 calls
| | JK: J1                          :  50653.267u      5.233s    681.884w  29435 calls
| | JK: J2                          :  44466.067u      5.717s    630.325w  29435 calls
| JK: K                             : 142077.567u   2560.150s  11306.259w  29435 calls
| | JK: K1                          : 137363.967u   2024.283s   8824.024w  29435 calls
| | JK: K2                          :   4644.483u    535.600s   2480.438w  29435 calls
| JK: wK                            :  37259.433u   1714.967s  17109.073w  58870 calls
| | JK: wK1                         :  32275.550u   1093.900s  14338.866w 117740 calls
| | JK: wK2                         :   4938.883u    620.100s   2766.694w  58870 calls
JK: AO2USO                          :      0.150u      0.000s      0.085w  29435 calls
RV: Form V                          : 155790.767u     26.733s  39958.237w  29435 calls
| Properties                        :  45991.350p                         69697254 calls
| Functional                        :   7663.272p                         69697254 calls
| V_xc                              :  25100.047p                         69697254 calls
Grad: V T Perturb                   :   1721.350u      0.417s     51.718w    991 calls
Grad: S                             :    184.833u      0.183s     11.825w    991 calls
Grad: JK                            :  24455.450u   1094.717s  11351.280w    991 calls
| JKGrad: Amn                       :   3567.933u    325.000s   1499.364w    991 calls
| | Libint2ERI::Libint2ERI          :    628.767u      1.833s     61.910w    991 calls
| JKGrad: Awmn                      :   3337.617u    322.800s   1730.539w    991 calls
| | Libint2ErfERI::Libint2ErfERI    :    284.483u      3.283s    165.589w   1982 calls
| JKGrad: AB                        :   1373.133u     75.417s    910.675w    991 calls
| | Libint2ERI::Libint2ERI          :      1.417u      0.067s      0.628w   1982 calls
| JKGrad: UV                        :    324.133u     57.100s    164.555w    991 calls
| JKGrad: ABx                       :    170.733u      4.850s     69.072w    991 calls
| | Libint2ERI::Libint2ERI          :      0.883u      0.017s      0.316w    991 calls
| JKGrad: Amnx                      :  15638.400u    300.950s   6967.680w    991 calls
| | Libint2ERI::Libint2ERI          :    133.367u      2.067s     60.635w    991 calls
| | Libint2ErfERI::Libint2ErfERI    :    150.633u      1.950s     73.438w    991 calls
Grad: XC                            :   5443.967u      1.083s   2303.384w    991 calls
| Properties                        :   2866.866p                         2346588 calls
| Functional                        :    251.672p                         2346588 calls
| V_xc gradient                     :   1457.594p                         2346588 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Tue Jul 28 04:35:15 2026

Wall Time:   222906.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   4153.500u     14.817s   1402.806w   2088 calls
build grid                          :   3494.633u      6.600s   1055.857w   2088 calls
post-process grid                   :    657.050u      8.150s    346.364w   2088 calls
DFH: sparsity prep                  :    125.533u      0.033s    107.842w   1044 calls
Libint2ERI::Libint2ERI              :   1250.433u      5.950s    459.304w  18792 calls
Libint2ErfERI::Libint2ErfERI        :    648.550u      5.600s    408.773w   5220 calls
JK: (A|Q)^-1                        :   2311.617u    138.667s   1756.696w   2088 calls
JK: (A|mn)                          :   3460.367u    279.600s   1529.382w   2088 calls
JK: (Q|mn)                          :   2649.533u    358.650s   1330.080w   2088 calls
JK: (Q|mn) Write                    :     51.467u     63.750s     50.450w   1044 calls
JK: (A|mn)^L                        :   3498.650u    240.717s   1516.703w   2088 calls
JK: (Q|mn)^L                        :   2597.683u    362.250s   1291.125w   2088 calls
JK: (Q|mn)^L Write                  :     52.183u     63.433s     48.011w   1044 calls
JK: (Q|mn)^R                        :   2906.900u    205.150s   1262.604w   1044 calls
JK: (Q|mn)^R Write                  :     71.750u    100.400s     87.827w   1044 calls
HF: Form core H                     :     61.333u      1.050s     35.247w   1044 calls
HF: Form S/X                        :     60.867u      1.483s    109.668w   1044 calls
HF: Guess                           :    484.067u     99.233s    405.599w   1044 calls
SAD Guess                           :    477.633u     99.017s    402.411w   1044 calls
HF: Form G                          : 160537.217u  12351.967s  72010.872w  31379 calls
RV: Form V                          : 258212.417u     54.067s  79311.394w  62863 calls
Properties                          :  92848.407p                         151470086 calls
Functional                          :  15685.213p                         151470086 calls
V_xc                                :  51172.804p                         148995608 calls
JK: D                               :   8184.600u      1.900s    165.202w  62863 calls
JK: USO2AO                          :      3.917u      0.050s      0.579w  62863 calls
JK: JK                              : 385587.050u  17526.300s  67379.796w  62863 calls
JK: (Q|mn) Read                     :   2805.267u   3712.033s   2977.101w  62758 calls
JK: J                               : 103627.117u     25.367s   2102.403w  94242 calls
JK: J1                              :  54898.517u     12.350s   1066.126w  94242 calls
JK: J2                              :  48259.367u     11.250s   1014.952w  94242 calls
JK: K                               : 180857.600u   3596.783s  21339.595w  94242 calls
JK: K1                              : 170971.167u   2487.950s  16198.288w  94242 calls
JK: K2                              :   9757.583u   1107.900s   5136.137w  94242 calls
JK: (Q|mn)^L Read                   :   2163.117u   2861.083s   2256.714w  95181 calls
JK: (Q|mn)^R Read                   :   2044.983u   2831.433s   2252.213w  95181 calls
JK: wK                              :  76627.550u   2902.400s  34341.673w 158149 calls
JK: wK1                             :  66064.333u   1601.733s  28518.686w 316298 calls
JK: wK2                             :  10434.917u   1298.050s   5813.168w 158149 calls
JK: AO2USO                          :      0.383u      0.000s      0.169w  62863 calls
HF: Form F                          :     28.267u      1.083s     62.400w  31379 calls
HF: Form D                          :     22.300u      0.783s     30.344w  31379 calls
HF: DIIS                            :   1072.167u     78.517s   1209.861w  30335 calls
HF: Form C                          :   1347.650u     29.950s   2230.005w  30335 calls
JK: (A|Q)^-1/2                      :   1135.200u     23.733s    891.049w   1044 calls
JK: (A|mn)^R                        :   2502.983u      1.133s   1025.430w   1044 calls
Grad: V T Perturb                   :   1928.867u      0.517s     55.139w   1044 calls
Grad: S                             :    213.383u      0.267s     12.468w   1044 calls
Grad: JK                            :  25975.017u   1144.983s  11773.280w   1044 calls
JKGrad: Amn                         :   3784.650u    339.250s   1540.871w   1044 calls
JKGrad: Awmn                        :   3647.633u    340.050s   1840.715w   1044 calls
JKGrad: AB                          :   1436.133u     77.300s    956.276w   1044 calls
JKGrad: UV                          :    340.300u     58.917s    163.800w   1044 calls
JKGrad: ABx                         :    181.533u      5.467s     71.946w   1044 calls
JKGrad: Amnx                        :  16529.117u    314.550s   7190.354w   1044 calls
Grad: XC                            :   5659.517u      1.200s   2318.971w   1044 calls
V_xc gradient                       :   1487.608p                         2474478 calls

--------------------------------------------------------------------------------------
V: Grid                             :   4153.500u     14.817s   1402.806w   2088 calls
| build grid                        :   3494.633u      6.600s   1055.857w   2088 calls
| post-process grid                 :    657.050u      8.150s    346.364w   2088 calls
DFH: sparsity prep                  :    125.533u      0.033s    107.842w   1044 calls
| Libint2ERI::Libint2ERI            :     80.200u      0.017s     69.033w   1044 calls
Libint2ERI::Libint2ERI              :    327.600u      1.267s    261.855w   6264 calls
Libint2ErfERI::Libint2ErfERI        :    188.833u      0.067s    158.776w   2088 calls
JK: (A|Q)^-1                        :   2311.617u    138.667s   1756.696w   2088 calls
| Libint2ERI::Libint2ERI            :      1.900u      0.617s      1.572w   4176 calls
JK: (A|mn)                          :   3460.367u    279.600s   1529.382w   2088 calls
JK: (Q|mn)                          :   2649.533u    358.650s   1330.080w   2088 calls
JK: (Q|mn) Write                    :     51.467u     63.750s     50.450w   1044 calls
JK: (A|mn)^L                        :   3498.650u    240.717s   1516.703w   2088 calls
JK: (Q|mn)^L                        :   2597.683u    362.250s   1291.125w   2088 calls
JK: (Q|mn)^L Write                  :     52.183u     63.433s     48.011w   1044 calls
JK: (Q|mn)^R                        :   2906.900u    205.150s   1262.604w   1044 calls
JK: (Q|mn)^R Write                  :     71.750u    100.400s     87.827w   1044 calls
HF: Form core H                     :     61.333u      1.050s     35.247w   1044 calls
HF: Form S/X                        :     60.867u      1.483s    109.668w   1044 calls
HF: Guess                           :    484.067u     99.233s    405.599w   1044 calls
| SAD Guess                         :    477.633u     99.017s    402.411w   1044 calls
HF: Form G                          : 160537.217u  12351.967s  72010.872w  31379 calls
| RV: Form V                        :  91259.500u     24.850s  36820.382w  31379 calls
| | Properties                      :  41074.995p                         74374715 calls
| | Functional                      :   7309.851p                         74374715 calls
| | V_xc                            :  24449.445p                         74374715 calls
| JK: D                             :     29.667u      1.283s     46.298w  31379 calls
| JK: USO2AO                        :      0.667u      0.000s      0.268w  31379 calls
| JK: JK                            :  69183.767u  12323.217s  34996.142w  31379 calls
| | JK: (Q|mn) Read                 :   2805.267u   3712.033s   2977.101w  62758 calls
| | JK: J                           :   1594.050u     12.517s    709.561w  62758 calls
| | | JK: J1                        :    773.333u      6.517s    344.348w  62758 calls
| | | JK: J2                        :    756.850u      4.850s    350.037w  62758 calls
| | JK: K                           :  21553.733u    897.917s   9398.759w  62758 calls
| | | JK: K1                        :  16651.333u    342.700s   6892.140w  62758 calls
| | | JK: K2                        :   4863.400u    554.700s   2503.323w  62758 calls
| | JK: (Q|mn)^L Read               :   2163.117u   2861.083s   2256.714w  95181 calls
| | JK: (Q|mn)^R Read               :   2044.983u   2831.433s   2252.213w  95181 calls
| | JK: wK                          :  37359.633u    981.017s  16154.084w  95181 calls
| | | JK: wK1                       :  32074.983u    321.700s  13285.040w 190362 calls
| | | JK: wK2                       :   5205.750u    657.433s   2862.942w  95181 calls
| JK: AO2USO                        :      0.267u      0.000s      0.081w  31379 calls
HF: Form F                          :     28.267u      1.083s     62.400w  31379 calls
HF: Form D                          :     22.300u      0.783s     30.344w  31379 calls
HF: DIIS                            :   1072.167u     78.517s   1209.861w  30335 calls
HF: Form C                          :   1347.650u     29.950s   2230.005w  30335 calls
JK: (A|Q)^-1/2                      :   1135.200u     23.733s    891.049w   1044 calls
| Libint2ERI::Libint2ERI            :      1.167u      0.033s      0.931w   2088 calls
JK: (A|mn)^R                        :   2502.983u      1.133s   1025.430w   1044 calls
JK: D                               :   8154.933u      0.617s    118.904w  31484 calls
JK: USO2AO                          :      3.250u      0.050s      0.311w  31484 calls
JK: JK                              : 316403.283u   5203.083s  32383.654w  31484 calls
| JK: J                             : 102033.067u     12.850s   1392.842w  31484 calls
| | JK: J1                          :  54125.183u      5.833s    721.778w  31484 calls
| | JK: J2                          :  47502.517u      6.400s    664.915w  31484 calls
| JK: K                             : 159303.867u   2698.867s  11940.836w  31484 calls
| | JK: K1                          : 154319.833u   2145.250s   9306.148w  31484 calls
| | JK: K2                          :   4894.183u    553.200s   2632.814w  31484 calls
| JK: wK                            :  39267.917u   1921.383s  18187.590w  62968 calls
| | JK: wK1                         :  33989.350u   1280.033s  15233.646w 125936 calls
| | JK: wK2                         :   5229.167u    640.617s   2950.226w  62968 calls
JK: AO2USO                          :      0.117u      0.000s      0.089w  31484 calls
RV: Form V                          : 166952.917u     29.217s  42491.012w  31484 calls
| Properties                        :  48904.094p                         74620893 calls
| Functional                        :   8122.516p                         74620893 calls
| V_xc                              :  26723.359p                         74620893 calls
Grad: V T Perturb                   :   1928.867u      0.517s     55.139w   1044 calls
Grad: S                             :    213.383u      0.267s     12.468w   1044 calls
Grad: JK                            :  25975.017u   1144.983s  11773.280w   1044 calls
| JKGrad: Amn                       :   3784.650u    339.250s   1540.871w   1044 calls
| | Libint2ERI::Libint2ERI          :    700.200u      2.017s     63.469w   1044 calls
| JKGrad: Awmn                      :   3647.633u    340.050s   1840.715w   1044 calls
| | Libint2ErfERI::Libint2ErfERI    :    301.350u      3.517s    174.143w   2088 calls
| JKGrad: AB                        :   1436.133u     77.300s    956.276w   1044 calls
| | Libint2ERI::Libint2ERI          :      1.433u      0.050s      0.650w   2088 calls
| JKGrad: UV                        :    340.300u     58.917s    163.800w   1044 calls
| JKGrad: ABx                       :    181.533u      5.467s     71.946w   1044 calls
| | Libint2ERI::Libint2ERI          :      0.983u      0.000s      0.367w   1044 calls
| JKGrad: Amnx                      :  16529.117u    314.550s   7190.354w   1044 calls
| | Libint2ERI::Libint2ERI          :    136.950u      1.950s     61.428w   1044 calls
| | Libint2ErfERI::Libint2ErfERI    :    158.367u      2.017s     75.855w   1044 calls
Grad: XC                            :   5659.517u      1.200s   2318.971w   1044 calls
| Properties                        :   2869.317p                         2474478 calls
| Functional                        :    252.846p                         2474478 calls
| V_xc gradient                     :   1487.608p                         2474478 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Tue Jul 28 11:23:38 2026

Wall Time:   247409.63 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   4795.983u     17.383s   1463.122w   2424 calls
build grid                          :   4019.450u      7.533s   1094.166w   2424 calls
post-process grid                   :    774.217u      9.800s    368.300w   2424 calls
DFH: sparsity prep                  :    139.117u      0.067s    114.685w   1212 calls
Libint2ERI::Libint2ERI              :   1812.600u      6.483s    486.599w  21816 calls
Libint2ErfERI::Libint2ErfERI        :    739.550u      7.433s    433.557w   6060 calls
JK: (A|Q)^-1                        :   2458.650u    149.150s   1683.822w   2424 calls
JK: (A|mn)                          :   3831.450u    321.717s   1597.480w   2424 calls
JK: (Q|mn)                          :   2985.850u    370.750s   1422.670w   2424 calls
JK: (Q|mn) Write                    :     59.083u     73.250s     55.231w   1212 calls
JK: (A|mn)^L                        :   3857.967u    273.850s   1595.902w   2424 calls
JK: (Q|mn)^L                        :   2925.850u    373.183s   1372.398w   2424 calls
JK: (Q|mn)^L Write                  :     63.767u     73.117s     55.198w   1212 calls
JK: (Q|mn)^R                        :   3054.167u    236.150s   1310.117w   1212 calls
JK: (Q|mn)^R Write                  :     85.467u    115.067s     96.263w   1212 calls
HF: Form core H                     :     66.550u      0.950s     35.631w   1212 calls
HF: Form S/X                        :     67.400u      1.717s    103.692w   1212 calls
HF: Guess                           :    536.733u    110.533s    382.872w   1212 calls
SAD Guess                           :    529.817u    110.283s    379.668w   1212 calls
HF: Form G                          : 179671.367u  13681.400s  76130.911w  36176 calls
RV: Form V                          : 312337.917u     63.050s  88641.701w  75603 calls
Properties                          : 103914.754p                         181412577 calls
Functional                          :  17366.069p                         181412577 calls
V_xc                                :  57334.409p                         178550439 calls
JK: D                               :   9281.583u      2.000s    173.096w  75603 calls
JK: USO2AO                          :      5.150u      0.100s      0.642w  75603 calls
JK: JK                              : 510541.817u  19892.167s  76308.020w  75603 calls
JK: (Q|mn) Read                     :   3320.283u   4195.217s   3186.439w  72352 calls
JK: J                               : 132384.667u     31.217s   2417.709w 111779 calls
JK: J1                              :  69395.083u     14.133s   1224.223w 111779 calls
JK: J2                              :  62294.867u     14.700s   1169.232w 111779 calls
JK: K                               : 257086.667u   4123.117s  24391.815w 111779 calls
JK: K1                              : 245580.617u   2979.917s  18792.726w 111779 calls
JK: K2                              :  11327.717u   1142.083s   5593.324w 111779 calls
JK: (Q|mn)^L Read                   :   2589.900u   3268.033s   2445.963w 109740 calls
JK: (Q|mn)^R Read                   :   2462.800u   3227.383s   2426.968w 109740 calls
JK: wK                              :  91781.000u   3198.800s  39099.195w 188594 calls
JK: wK1                             :  79506.550u   1860.867s  32796.293w 377188 calls
JK: wK2                             :  12131.717u   1335.383s   6292.113w 188594 calls
JK: AO2USO                          :      0.717u      0.000s      0.185w  75603 calls
HF: Form F                          :     26.483u      1.033s     56.329w  36176 calls
HF: Form D                          :     21.700u      0.650s     27.828w  36176 calls
HF: DIIS                            :   1107.917u     87.333s   1104.739w  34964 calls
HF: Form C                          :   1379.083u     28.183s   1963.695w  34964 calls
JK: (A|Q)^-1/2                      :   1184.450u     21.167s    780.984w   1212 calls
JK: (A|mn)^R                        :   2539.767u      1.383s    992.334w   1212 calls
Grad: V T Perturb                   :   2725.433u      0.550s     60.725w   1212 calls
Grad: S                             :    320.450u      0.267s     13.700w   1212 calls
Grad: JK                            :  29297.900u   1282.567s  12728.019w   1212 calls
JKGrad: Amn                         :   4752.300u    381.367s   1717.212w   1212 calls
JKGrad: Awmn                        :   4031.533u    385.683s   1972.592w   1212 calls
JKGrad: AB                          :   1606.167u     84.200s   1042.229w   1212 calls
JKGrad: UV                          :    379.950u     60.350s    184.556w   1212 calls
JKGrad: ABx                         :    199.267u      6.450s     77.367w   1212 calls
JKGrad: Amnx                        :  18252.133u    354.000s   7723.668w   1212 calls
Grad: XC                            :   6363.250u      1.117s   2515.241w   1212 calls
V_xc gradient                       :   1586.841p                         2862138 calls

--------------------------------------------------------------------------------------
V: Grid                             :   4795.983u     17.383s   1463.122w   2424 calls
| build grid                        :   4019.450u      7.533s   1094.166w   2424 calls
| post-process grid                 :    774.217u      9.800s    368.300w   2424 calls
DFH: sparsity prep                  :    139.117u      0.067s    114.685w   1212 calls
| Libint2ERI::Libint2ERI            :     88.783u      0.017s     73.260w   1212 calls
Libint2ERI::Libint2ERI              :    369.333u      1.567s    272.535w   7272 calls
Libint2ErfERI::Libint2ErfERI        :    208.183u      0.100s    162.776w   2424 calls
JK: (A|Q)^-1                        :   2458.650u    149.150s   1683.822w   2424 calls
| Libint2ERI::Libint2ERI            :      1.800u      0.617s      1.626w   4848 calls
JK: (A|mn)                          :   3831.450u    321.717s   1597.480w   2424 calls
JK: (Q|mn)                          :   2985.850u    370.750s   1422.670w   2424 calls
JK: (Q|mn) Write                    :     59.083u     73.250s     55.231w   1212 calls
JK: (A|mn)^L                        :   3857.967u    273.850s   1595.902w   2424 calls
JK: (Q|mn)^L                        :   2925.850u    373.183s   1372.398w   2424 calls
JK: (Q|mn)^L Write                  :     63.767u     73.117s     55.198w   1212 calls
JK: (Q|mn)^R                        :   3054.167u    236.150s   1310.117w   1212 calls
JK: (Q|mn)^R Write                  :     85.467u    115.067s     96.263w   1212 calls
HF: Form core H                     :     66.550u      0.950s     35.631w   1212 calls
HF: Form S/X                        :     67.400u      1.717s    103.692w   1212 calls
HF: Guess                           :    536.733u    110.533s    382.872w   1212 calls
| SAD Guess                         :    529.817u    110.283s    379.668w   1212 calls
HF: Form G                          : 179671.367u  13681.400s  76130.911w  36176 calls
| RV: Form V                        : 100850.583u     27.583s  38691.515w  36176 calls
| | Properties                      :  43241.112p                         85433736 calls
| | Functional                      :   7610.339p                         85433736 calls
| | V_xc                            :  25780.228p                         85433736 calls
| JK: D                             :     30.983u      1.100s     42.550w  36176 calls
| JK: USO2AO                        :      0.633u      0.067s      0.293w  36176 calls
| JK: JK                            :  78724.167u  13650.150s  37262.429w  36176 calls
| | JK: (Q|mn) Read                 :   3320.283u   4195.217s   3186.439w  72352 calls
| | JK: J                           :   1795.250u     12.383s    747.586w  72352 calls
| | | JK: J1                        :    877.667u      6.000s    362.450w  72352 calls
| | | JK: J2                        :    849.750u      5.217s    368.688w  72352 calls
| | JK: K                           :  24413.650u    854.517s   9965.164w  72352 calls
| | | JK: K1                        :  19020.450u    338.250s   7424.551w  72352 calls
| | | JK: K2                        :   5355.067u    515.600s   2537.073w  72352 calls
| | JK: (Q|mn)^L Read               :   2589.900u   3268.033s   2445.963w 109740 calls
| | JK: (Q|mn)^R Read               :   2462.800u   3227.383s   2426.968w 109740 calls
| | JK: wK                          :  42201.950u    944.233s  17162.991w 109740 calls
| | | JK: wK1                       :  36370.500u    323.983s  14258.080w 219480 calls
| | | JK: wK2                       :   5746.350u    618.633s   2898.376w 109740 calls
| JK: AO2USO                        :      0.367u      0.000s      0.077w  36176 calls
HF: Form F                          :     26.483u      1.033s     56.329w  36176 calls
HF: Form D                          :     21.700u      0.650s     27.828w  36176 calls
HF: DIIS                            :   1107.917u     87.333s   1104.739w  34964 calls
HF: Form C                          :   1379.083u     28.183s   1963.695w  34964 calls
JK: (A|Q)^-1/2                      :   1184.450u     21.167s    780.984w   1212 calls
| Libint2ERI::Libint2ERI            :      1.450u      0.000s      0.915w   2424 calls
JK: (A|mn)^R                        :   2539.767u      1.383s    992.334w   1212 calls
JK: D                               :   9250.600u      0.900s    130.546w  39427 calls
JK: USO2AO                          :      4.517u      0.033s      0.349w  39427 calls
JK: JK                              : 431817.650u   6242.017s  39045.591w  39427 calls
| JK: J                             : 130589.417u     18.833s   1670.123w  39427 calls
| | JK: J1                          :  68517.417u      8.133s    861.773w  39427 calls
| | JK: J2                          :  61445.117u      9.483s    800.544w  39427 calls
| JK: K                             : 232673.017u   3268.600s  14426.651w  39427 calls
| | JK: K1                          : 226560.167u   2641.667s  11368.175w  39427 calls
| | JK: K2                          :   5972.650u    626.483s   3056.250w  39427 calls
| JK: wK                            :  49579.050u   2254.567s  21936.204w  78854 calls
| | JK: wK1                         :  43136.050u   1536.883s  18538.213w 157708 calls
| | JK: wK2                         :   6385.367u    716.750s   3393.737w  78854 calls
JK: AO2USO                          :      0.350u      0.000s      0.108w  39427 calls
RV: Form V                          : 211487.333u     35.467s  49950.186w  39427 calls
| Properties                        :  57528.953p                         93116703 calls
| Functional                        :   9485.565p                         93116703 calls
| V_xc                              :  31554.181p                         93116703 calls
Grad: V T Perturb                   :   2725.433u      0.550s     60.725w   1212 calls
Grad: S                             :    320.450u      0.267s     13.700w   1212 calls
Grad: JK                            :  29297.900u   1282.567s  12728.019w   1212 calls
| JKGrad: Amn                       :   4752.300u    381.367s   1717.212w   1212 calls
| | Libint2ERI::Libint2ERI          :   1192.917u      2.283s     70.150w   1212 calls
| JKGrad: Awmn                      :   4031.533u    385.683s   1972.592w   1212 calls
| | Libint2ErfERI::Libint2ErfERI    :    353.117u      5.150s    189.316w   2424 calls
| JKGrad: AB                        :   1606.167u     84.200s   1042.229w   1212 calls
| | Libint2ERI::Libint2ERI          :      1.733u      0.050s      0.701w   2424 calls
| JKGrad: UV                        :    379.950u     60.350s    184.556w   1212 calls
| JKGrad: ABx                       :    199.267u      6.450s     77.367w   1212 calls
| | Libint2ERI::Libint2ERI          :      1.017u      0.000s      0.393w   1212 calls
| JKGrad: Amnx                      :  18252.133u    354.000s   7723.668w   1212 calls
| | Libint2ERI::Libint2ERI          :    155.567u      1.950s     67.019w   1212 calls
| | Libint2ErfERI::Libint2ErfERI    :    178.250u      2.183s     81.464w   1212 calls
Grad: XC                            :   6363.250u      1.117s   2515.241w   1212 calls
| Properties                        :   3144.690p                         2862138 calls
| Functional                        :    270.165p                         2862138 calls
| V_xc gradient                     :   1586.841p                         2862138 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Tue Jul 28 12:18:55 2026

Wall Time:   250726.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
