frame,cavity_energy_hartree,no_cavity_energy_hartree,delta_cavity_minus_no_cavity_hartree,delta_cavity_minus_no_cavity_kcal_mol,xyz_comment
852,-436.4956367747,-436.668704884012,0.17306810931199834,108.60187825146718,Step 851  E=-436.4956367747  phi=145.916  theta=67.599
856,-436.4973070011,-436.6695950546514,0.17228805355136956,108.11238587137512,Step 855  E=-436.4973070011  phi=146.304  theta=67.610
860,-436.4973320633,-436.66960389538605,0.17227183208603947,108.1022067481973,Step 859  E=-436.4973320633  phi=146.610  theta=67.640
864,-436.4990624023,-436.6714064501912,0.17234404789121527,108.14752285012221,Step 863  E=-436.4990624023  phi=146.919  theta=67.688
868,-436.4898533992,-436.66155542479964,0.1717020255996431,107.74464777960097,Step 867  E=-436.4898533992  phi=147.254  theta=67.775
872,-436.5009385437,-436.6722847485424,0.1713462048423935,107.52136688335854,Step 871  E=-436.5009385437  phi=147.479  theta=67.937
876,-436.5046400188,-436.6759120277908,0.17127200899079753,107.4748082835459,Step 875  E=-436.5046400188  phi=147.319  theta=68.215
880,-436.5060931018,-436.67699114658785,0.17089804478786164,107.24014220324317,Step 879  E=-436.5060931018  phi=146.558  theta=68.650
884,-436.4946723662,-436.6658195451682,0.17114717896816956,107.39647626169933,Step 883  E=-436.4946723662  phi=145.224  theta=69.225
888,-436.4982807162,-436.67046366637675,0.17218295017676155,108.04643250805259,Step 887  E=-436.4982807162  phi=143.574  theta=69.882
892,-436.4934535202,-436.66606873897575,0.1726152187757748,108.31768514927339,Step 891  E=-436.4934535202  phi=141.975  theta=70.578
896,-436.4937415813,-436.6669086578022,0.17316707650218177,108.6639811009287,Step 895  E=-436.4937415813  phi=140.792  theta=71.260
900,-436.4973256353,-436.6719516404238,0.17462600512379822,109.57947263297483,Step 899  E=-436.4973256353  phi=140.292  theta=71.885
904,-436.5066317286,-436.6819911521853,0.17535942358529155,110.03969966601468,Step 903  E=-436.5066317286  phi=140.553  theta=72.450
908,-436.5034543408,-436.6777326457989,0.1742783049989498,109.36128751049952,Step 907  E=-436.5034543408  phi=141.389  theta=72.940
912,-436.4909151753,-436.66422852399114,0.17331334869112425,108.75576828528204,Step 911  E=-436.4909151753  phi=142.391  theta=73.316
916,-436.4952742186,-436.6688953081329,0.1736210895329009,108.94887857905304,Step 915  E=-436.4952742186  phi=143.141  theta=73.525
920,-436.5000867628,-436.6728855300413,0.17279876724131782,108.43286355035139,Step 919  E=-436.5000867628  phi=143.458  theta=73.513
924,-436.5006027918,-436.6707128667161,0.17011007491606733,106.74568364341596,Step 923  E=-436.5006027918  phi=143.507  theta=73.296
928,-436.494316425,-436.66328403920875,0.16896761420872508,106.02877872581386,Step 927  E=-436.4943164250  phi=143.652  theta=72.961
932,-436.5009125805,-436.67127086000494,0.17035827950491012,106.90143437442073,Step 931  E=-436.5009125805  phi=144.162  theta=72.592
936,-436.5018265122,-436.6727671777002,0.17094066550021125,107.26688710403387,Step 935  E=-436.5018265122  phi=144.979  theta=72.252
940,-436.5010835288,-436.6713960933326,0.17031256453259402,106.87274779618586,Step 939  E=-436.5010835288  phi=145.747  theta=71.983
944,-436.4986987298,-436.669990147492,0.1712914176919753,107.4869874274142,Step 943  E=-436.4986987298  phi=146.031  theta=71.816
948,-436.4997473542,-436.67310058081034,0.17335322661034525,108.78079205739914,Step 947  E=-436.4997473542  phi=145.548  theta=71.790
952,-436.496679911,-436.6700384782407,0.17335856724071164,108.78414335355151,Step 951  E=-436.4966799110  phi=144.281  theta=71.906
956,-436.4957286339,-436.66764143983715,0.1719128059371542,107.8769144383354,Step 955  E=-436.4957286339  phi=142.446  theta=72.099
960,-436.5046475184,-436.67612211401763,0.17147459561761025,107.60193331118936,Step 959  E=-436.5046475184  phi=140.390  theta=72.264
964,-436.5077263152,-436.67920930377386,0.1714829885738709,107.60719997075832,Step 963  E=-436.5077263152  phi=138.479  theta=72.281
968,-436.5022822417,-436.67255010450197,0.17026786280194983,106.84469703669961,Step 967  E=-436.5022822417  phi=137.002  theta=72.061
972,-436.4960070803,-436.664779010339,0.16877193003898583,105.90598505537831,Step 971  E=-436.4960070803  phi=136.125  theta=71.584
976,-436.4996975052,-436.6685219820104,0.16882447681041413,105.93895865228099,Step 975  E=-436.4996975052  phi=135.887  theta=70.856
980,-436.5015559548,-436.67086540020244,0.16930944540246173,106.24328103841391,Step 979  E=-436.5015559548  phi=136.215  theta=69.923
984,-436.5033299072,-436.67209994370245,0.16877003650245115,105.90479684326331,Step 983  E=-436.5033299072  phi=136.962  theta=68.854
988,-436.5026975836,-436.6709826050643,0.16828502146427127,105.60044531174236,Step 987  E=-436.5026975836  phi=137.952  theta=67.724
992,-436.5050226789,-436.67327213403456,0.16824945513457124,105.57812710289794,Step 991  E=-436.5050226789  phi=139.000  theta=66.662
996,-436.5009290311,-436.668443600854,0.1675145697540188,105.11697956425081,Step 995  E=-436.5009290311  phi=139.938  theta=65.811
1000,-436.4995136556,-436.6664344341062,0.16692077850615306,104.74436993059932,Step 999  E=-436.4995136556  phi=140.623  theta=65.257
1004,-436.5041964312,-436.67144339213945,0.16724696093945113,104.94905249776681,Step 1003  E=-436.5041964312  phi=140.936  theta=65.032
1008,-436.5059370303,-436.67330176322946,0.16736473292945675,105.0229555372746,Step 1007  E=-436.5059370303  phi=140.795  theta=65.079
1012,-436.5018584663,-436.6690551287408,0.16719666244080145,104.91748971333298,Step 1011  E=-436.5018584663  phi=140.193  theta=65.228
1016,-436.5024457982,-436.6695962489887,0.1671504507887107,104.88849146383394,Step 1015  E=-436.5024457982  phi=139.205  theta=65.310
1020,-436.5130367076,-436.67972337334896,0.16668666574895497,104.59746195745848,Step 1019  E=-436.5130367076  phi=137.968  theta=65.223
1024,-436.5139269605,-436.6794907659174,0.16556380541743465,103.89285646137985,Step 1023  E=-436.5139269605  phi=136.673  theta=64.934
1028,-436.507654684,-436.6718724570194,0.1642177730194021,103.04820837921855,Step 1027  E=-436.5076546840  phi=135.519  theta=64.441
1032,-436.4987176078,-436.66222001962274,0.1635024118227193,102.59931245092297,Step 1031  E=-436.4987176078  phi=134.633  theta=63.702
1036,-436.5052426094,-436.66859848555504,0.16335587615503755,102.50735993116452,Step 1035  E=-436.5052426094  phi=134.052  theta=62.659
1040,-436.5081206808,-436.67068028798246,0.16255960718245888,102.0076936069689,Step 1039  E=-436.5081206808  phi=133.728  theta=61.330
1044,-436.5116022515,-436.67350713461997,0.16190488311997342,101.5968480548622,Step 1043  E=-436.5116022515  phi=133.597  theta=59.817
1048,-436.5094568397,-436.6719561858495,0.16249934614950234,101.96987923787185,Step 1047  E=-436.5094568397  phi=133.663  theta=58.250
1052,-436.5108720072,-436.67387596550117,0.16300395830114667,102.28652814375603,Step 1051  E=-436.5108720072  phi=133.995  theta=56.742
1056,-436.5076644978,-436.6698944297554,0.16222993195538038,101.80081927861325,Step 1055  E=-436.5076644978  phi=134.654  theta=55.297
1060,-436.5101314874,-436.67123406288863,0.16110257548865548,101.09339241509707,Step 1059  E=-436.5101314874  phi=135.598  theta=53.858
1064,-436.5145817599,-436.6751868953649,0.1606051354648912,100.7812440874068,Step 1063  E=-436.5145817599  phi=136.646  theta=52.416
1068,-436.5176712703,-436.67762539001205,0.1599541197120402,100.37272553472849,Step 1067  E=-436.5176712703  phi=137.529  theta=51.012
1072,-436.5140735165,-436.6721676168542,0.15809410035421934,99.20554576575513,Step 1071  E=-436.5140735165  phi=138.001  theta=49.713
1076,-436.5093634323,-436.6657610880864,0.15639765578640663,98.14101072722977,Step 1075  E=-436.5093634323  phi=137.932  theta=48.633
1080,-436.5127341567,-436.6689116817351,0.15617752503510474,98.0028765952552,Step 1079  E=-436.5127341567  phi=137.340  theta=47.801
1084,-436.5138408458,-436.66993610798056,0.1560952621805427,97.95125587465405,Step 1083  E=-436.5138408458  phi=136.387  theta=47.019
1088,-436.5132449702,-436.66855631743925,0.15531134723926243,97.45934182214107,Step 1087  E=-436.5132449702  phi=135.327  theta=46.027
1092,-436.5100053765,-436.6648660803325,0.15486070383252581,97.17655881498978,Step 1091  E=-436.5100053765  phi=134.420  theta=44.733
1096,-436.5154844132,-436.6704793393276,0.15499492612758559,97.26078457677028,Step 1095  E=-436.5154844132  phi=133.860  theta=43.213
1100,-436.5208792645,-436.67568994001624,0.15481067551621663,97.14516557253434,Step 1099  E=-436.5208792645  phi=133.718  theta=41.614
1104,-436.5253544914,-436.6796484371933,0.15429394579331301,96.8209127758823,Step 1103  E=-436.5253544914  phi=133.940  theta=40.095
1108,-436.5195073287,-436.67348041289404,0.15397308419403544,96.6195690824726,Step 1107  E=-436.5195073287  phi=134.373  theta=38.757
1112,-436.5167174596,-436.6705894383953,0.15387197879533687,96.55612448691032,Step 1111  E=-436.5167174596  phi=134.820  theta=37.614
1116,-436.5117420739,-436.66512091367724,0.15337883977724687,96.24667508102867,Step 1115  E=-436.5117420739  phi=135.097  theta=36.609
1120,-436.5174322545,-436.66968943019845,0.15225717569842345,95.54282024485072,Step 1119  E=-436.5174322545  phi=135.085  theta=35.584
1124,-436.5203804298,-436.6713679770526,0.15098754725261188,94.74611636656394,Step 1123  E=-436.5203804298  phi=134.754  theta=34.319
1128,-436.5236707344,-436.6737866569002,0.15011592250016292,94.19916357657432,Step 1127  E=-436.5236707344  phi=134.168  theta=32.730
1132,-436.5174105922,-436.6664682568115,0.1490576646115187,93.53509672544806,Step 1131  E=-436.5174105922  phi=133.461  theta=30.909
1136,-436.5186618015,-436.66620260920416,0.14754080770416067,92.58325464528284,Step 1135  E=-436.5186618015  phi=132.772  theta=29.004
1140,-436.521712602,-436.6681142171474,0.14640161514739702,91.86840052313148,Step 1139  E=-436.5217126020  phi=132.191  theta=27.205
1144,-436.5283646243,-436.6744369763501,0.1460723520500551,91.66178481009005,Step 1143  E=-436.5283646243  phi=131.732  theta=25.698
1148,-436.5252109775,-436.6712026802571,0.14599170275710094,91.61117661468484,Step 1147  E=-436.5252109775  phi=131.353  theta=24.513
1152,-436.5247928502,-436.6709239712423,0.14613112104228776,91.6986629094972,Step 1151  E=-436.5247928502  phi=131.005  theta=23.591
1156,-436.5197315696,-436.6662502373908,0.14651866779075817,91.94185216580473,Step 1155  E=-436.5197315696  phi=130.669  theta=22.892
1160,-436.5191253839,-436.6660808028827,0.14695541898265674,92.21591767652943,Step 1159  E=-436.5191253839  phi=130.355  theta=22.389
1164,-436.5162797726,-436.66336435687,0.14708458426997595,92.29697011804232,Step 1163  E=-436.5162797726  phi=130.059  theta=22.090
1168,-436.5183803386,-436.66518385063586,0.14680351203583086,92.1205946282202,Step 1167  E=-436.5183803386  phi=129.725  theta=22.060
1172,-436.522793271,-436.6691045543812,0.1463112833811806,91.81171648402183,Step 1171  E=-436.5227932710  phi=129.251  theta=22.322
1176,-436.5288475506,-436.6746752428259,0.1458276922259074,91.50825845251478,Step 1175  E=-436.5288475506  phi=128.524  theta=157.352
1180,-436.5294861074,-436.67486911130686,0.1453830039068862,91.22921231932376,Step 1179  E=-436.5294861074  phi=127.469  theta=157.282
1184,-436.5279237743,-436.67306283412125,0.14513905982124697,91.0761350944435,Step 1183  E=-436.5279237743  phi=126.081  theta=157.701
1188,-436.5258443496,-436.6712338742528,0.14538952465278498,91.23330414915321,Step 1187  E=-436.5258443496  phi=124.446  theta=158.753
1192,-436.5230108751,-436.66916867892763,0.14615780382763432,91.71540661009657,Step 1191  E=-436.5230108751  phi=122.717  theta=160.338
1196,-436.5214001902,-436.66835918194414,0.14695899174415672,92.21815961821925,Step 1195  E=-436.5214001902  phi=121.038  theta=162.041
1200,-436.5190558018,-436.66649085562005,0.14743505382006106,92.51689308109135,Step 1199  E=-436.5190558018  phi=119.478  theta=16.494
1204,-436.5224627204,-436.6702349775629,0.1477722571629556,92.72849137344343,Step 1203  E=-436.5224627204  phi=118.038  theta=15.361
1208,-436.5254549991,-436.673436940743,0.14798194164296774,92.86007037121504,Step 1207  E=-436.5254549991  phi=116.672  theta=14.620
1212,-436.5302562376,-436.6782568825695,0.14800064496949972,92.87180688581036,Step 1211  E=-436.5302562376  phi=115.321  theta=14.317
1216,-436.5314192846,-436.67932407304005,0.1479047884400302,92.81165600541742,Step 1215  E=-436.5314192846  phi=113.944  theta=14.400
1220,-436.5317052519,-436.6795584993158,0.14785324741581007,92.77931352441638,Step 1219  E=-436.5317052519  phi=112.563  theta=14.815
1224,-436.523242114,-436.6711872058409,0.14794509184088156,92.83694677128862,Step 1223  E=-436.5232421140  phi=111.276  theta=15.568
1228,-436.5194893057,-436.66752237784516,0.1480330721451537,92.89215524575035,Step 1227  E=-436.5194893057  phi=110.209  theta=163.388
1232,-436.5185649343,-436.66627304062297,0.14770810632296616,92.68823611358096,Step 1231  E=-436.5185649343  phi=109.408  theta=162.136
1236,-436.5262401178,-436.67346330627635,0.14722318847634597,92.3839455706845,Step 1235  E=-436.5262401178  phi=108.780  theta=160.630
1240,-436.5302364864,-436.67722143161893,0.14698494521894645,92.23444566953465,Step 1239  E=-436.5302364864  phi=108.133  theta=158.755
1244,-436.5322372103,-436.67938760558235,0.1471503952823241,92.33826715178847,Step 1243  E=-436.5322372103  phi=107.280  theta=156.489
1248,-436.529249667,-436.67721123748703,0.14796157048704117,92.8472872778735,Step 1247  E=-436.5292496670  phi=106.119  theta=153.822
1252,-436.5282391887,-436.67764573467645,0.14940654597643288,93.75402308725577,Step 1251  E=-436.5282391887  phi=104.657  theta=150.795
1256,-436.5205706599,-436.67139253402314,0.15082187412315307,94.64215490823085,Step 1255  E=-436.5205706599  phi=102.991  theta=147.613
1260,-436.5171797276,-436.6691375312146,0.15195780361455036,95.35496142595034,Step 1259  E=-436.5171797276  phi=101.233  theta=144.596
1264,-436.5162198473,-436.6690623940843,0.15284254678425668,95.91014614705367,Step 1263  E=-436.5162198473  phi=99.460  theta=141.971
1268,-436.520344367,-436.67355171128486,0.1532073442848514,96.13906003479138,Step 1267  E=-436.5203443670  phi=97.679  theta=139.855
1272,-436.5226080946,-436.6754048694282,0.15279677482817533,95.88142381096623,Step 1271  E=-436.5226080946  phi=95.855  theta=138.346
1276,-436.5224807165,-436.6744647326417,0.15198401614168233,95.37141003506478,Step 1275  E=-436.5224807165  phi=93.965  theta=137.568
1280,-436.5263913841,-436.67772553302814,0.1513341489281288,94.96361220167695,Step 1279  E=-436.5263913841  phi=92.038  theta=137.626
1284,-436.5310378941,-436.68171641745175,0.15067852335175758,94.55220094106593,Step 1283  E=-436.5310378941  phi=90.176  theta=138.569
1288,-436.5301356985,-436.679662733856,0.14952703535601586,93.82963131446807,Step 1287  E=-436.5301356985  phi=88.558  theta=140.329
1292,-436.5173424184,-436.6656054255913,0.1482630071913036,93.03644166562853,Step 1291  E=-436.5173424184  phi=87.380  theta=142.543
1296,-436.5124995759,-436.66045636320854,0.14795678730854434,92.84428578805061,Step 1295  E=-436.5124995759  phi=86.735  theta=144.567
1300,-436.5164830204,-436.665153655847,0.14867063544699022,93.29223225796771,Step 1299  E=-436.5164830204  phi=86.518  theta=145.865
1304,-436.5267466163,-436.67629468196066,0.14954806566066736,93.84282802987933,Step 1303  E=-436.5267466163  phi=86.483  theta=146.248
1308,-436.5272967782,-436.6775758703975,0.15027909219747926,94.30155410752033,Step 1307  E=-436.5272967782  phi=86.382  theta=145.730
1312,-436.5235000827,-436.67480839108663,0.15130830838660358,94.94739701705497,Step 1311  E=-436.5235000827  phi=86.065  theta=144.405
1316,-436.5184531699,-436.6709615820727,0.15250841217272182,95.70047351270316,Step 1315  E=-436.5184531699  phi=85.480  theta=142.429
1320,-436.5206134638,-436.6737823456576,0.15316888185765265,96.11492449732872,Step 1319  E=-436.5206134638  phi=84.647  theta=140.015
1324,-436.5239195672,-436.6768875486883,0.15296798148830248,95.98885761221871,Step 1323  E=-436.5239195672  phi=83.629  theta=137.523
1328,-436.526142205,-436.678622447201,0.15248024220102252,95.68279658857774,Step 1327  E=-436.5261422050  phi=82.473  theta=135.452
1332,-436.5254944578,-436.67765257740234,0.1521581196023476,95.4806616060994,Step 1331  E=-436.5254944578  phi=81.154  theta=134.241
1336,-436.5221665337,-436.6736783433728,0.15151180967279743,95.07509600212562,Step 1335  E=-436.5221665337  phi=79.578  theta=134.134
1340,-436.5207804657,-436.67084373005974,0.15006326435974415,94.16612009457499,Step 1339  E=-436.5207804657  phi=77.663  theta=135.201
1344,-436.5188174623,-436.66730720563186,0.14848974333187925,93.17872074195226,Step 1343  E=-436.5188174623  phi=75.456  theta=137.312
1348,-436.5216025911,-436.6694368545964,0.1478342634964065,92.76740093513578,Step 1347  E=-436.5216025911  phi=73.192  theta=140.152
1352,-436.5232321369,-436.6710598596927,0.1478277227927265,92.76329658160954,Step 1351  E=-436.5232321369  phi=71.253  theta=143.244
1356,-436.5283957949,-436.67611525187203,0.14771945697202682,92.69535875340328,Step 1355  E=-436.5283957949  phi=70.008  theta=145.933
1360,-436.5274939738,-436.67530427970064,0.14781030590063438,92.75236731681301,Step 1359  E=-436.5274939738  phi=69.656  theta=147.620
1364,-436.5261282712,-436.6747204366852,0.14859216548524046,93.24299161354037,Step 1363  E=-436.5261282712  phi=70.162  theta=148.137
1368,-436.52373933,-436.6731640358236,0.14942470582360556,93.76541856340417,Step 1367  E=-436.5237393300  phi=71.289  theta=147.703
1372,-436.5275096097,-436.6772636668264,0.14975405712635848,93.97208962617664,Step 1371  E=-436.5275096097  phi=72.694  theta=146.595
1376,-436.5277620754,-436.67756127919125,0.14979920379124678,94.00041958611641,Step 1375  E=-436.5277620754  phi=74.028  theta=145.031
1380,-436.5235936102,-436.6736113114243,0.1500177012242716,94.13752879539796,Step 1379  E=-436.5235936102  phi=74.996  theta=143.214
1384,-436.5144039495,-436.6646862855777,0.150282336077737,94.30358967311479,Step 1383  E=-436.5144039495  phi=75.414  theta=141.354
1388,-436.5135192876,-436.663430866116,0.14991157851602566,94.07093579056038,Step 1387  E=-436.5135192876  phi=75.241  theta=139.706
1392,-436.5183049994,-436.6670110173287,0.14870601792870275,93.31443510045818,Step 1391  E=-436.5183049994  phi=74.541  theta=138.560
1396,-436.5264654776,-436.6740467488736,0.14758127127356602,92.60864591843911,Step 1395  E=-436.5264654776  phi=73.401  theta=138.117
1400,-436.5270588897,-436.6741670658434,0.14710817614337657,92.31177424211211,Step 1399  E=-436.5270588897  phi=71.869  theta=138.365
1404,-436.5289987914,-436.67607557256696,0.14707678116695888,92.29207359697202,Step 1403  E=-436.5289987914  phi=69.978  theta=139.102
1408,-436.5294029501,-436.67672280759234,0.14731985749233445,92.44460629406564,Step 1407  E=-436.5294029501  phi=67.821  theta=140.043
1412,-436.5272312507,-436.6754442944105,0.14821304371048427,93.00508910805723,Step 1411  E=-436.5272312507  phi=65.606  theta=140.952
1416,-436.5208596402,-436.67049507585944,0.14963543565943382,93.89765353185416,Step 1415  E=-436.5208596402  phi=63.632  theta=141.703
1420,-436.5165118563,-436.66706594521787,0.15055408891788602,94.47411715491185,Step 1419  E=-436.5165118563  phi=62.198  theta=142.227
1424,-436.5154850796,-436.66610754406815,0.15062246446814243,94.51702346049203,Step 1423  E=-436.5154850796  phi=61.480  theta=142.482
1428,-436.517201981,-436.6679816936491,0.15077971264906864,94.61569818380241,Step 1427  E=-436.5172019810  phi=61.464  theta=37.526
1432,-436.5220628609,-436.67348689106393,0.15142403016392336,95.02001352867855,Step 1431  E=-436.5220628609  phi=61.992  theta=37.745
1436,-436.528200384,-436.67995413808734,0.1517537540873377,95.2269184144463,Step 1435  E=-436.5282003840  phi=62.852  theta=38.098
1440,-436.5321556802,-436.6835483176725,0.15139263747249743,95.00031431739242,Step 1439  E=-436.5321556802  phi=63.850  theta=38.488
1444,-436.527348121,-436.6786062609912,0.15125813999122784,94.91591587365814,Step 1443  E=-436.5273481210  phi=64.825  theta=38.844
1448,-436.5192416606,-436.6712064322556,0.15196477165557098,95.35933393770644,Step 1447  E=-436.5192416606  phi=65.589  theta=39.182
1452,-436.5093279663,-436.6617930404611,0.15246507416105715,95.67327849979651,Step 1451  E=-436.5093279663  phi=65.914  theta=39.599
1456,-436.5116603903,-436.66381969569693,0.15215930539693545,95.48140570343759,Step 1455  E=-436.5116603903  phi=65.583  theta=40.188
1460,-436.5189763732,-436.67104879139754,0.1520724181975197,95.4268831626294,Step 1459  E=-436.5189763732  phi=64.471  theta=40.955
1464,-436.529279899,-436.682085811467,0.15280591246698805,95.88715776589177,Step 1463  E=-436.5292798990  phi=62.616  theta=41.754
1468,-436.5247374852,-436.67813990269156,0.15340241749157713,96.26147032014765,Step 1467  E=-436.5247374852  phi=60.221  theta=42.398
1472,-436.5202293055,-436.67347700369237,0.15324769819238782,96.16438249408596,Step 1471  E=-436.5202293055  phi=57.583  theta=42.772
1476,-436.5167679808,-436.66990311876816,0.1531351379681496,96.09374988697381,Step 1475  E=-436.5167679808  phi=54.991  theta=42.822
1480,-436.5236490845,-436.6775011749488,0.1538520904488223,96.54364436104898,Step 1479  E=-436.5236490845  phi=52.672  theta=42.550
1484,-436.5221343466,-436.67620588847075,0.15407154187073502,96.68135220739582,Step 1483  E=-436.5221343466  phi=50.778  theta=42.022
1488,-436.5206784506,-436.6737285540842,0.1530501034842473,96.04038994270306,Step 1487  E=-436.5206784506  phi=49.408  theta=41.339
1492,-436.518406896,-436.6707088560311,0.1523019600311386,95.57092283791907,Step 1491  E=-436.5184068960  phi=48.623  theta=40.624
1496,-436.52236752,-436.67485091600076,0.15248339600077543,95.684775627802,Step 1495  E=-436.5223675200  phi=48.429  theta=40.020
1500,-436.5215407825,-436.6738739590492,0.1523331765492344,95.59051149877143,Step 1499  E=-436.5215407825  phi=48.751  theta=39.668
1504,-436.5198639313,-436.6718266103976,0.15196267909760763,95.35802083775941,Step 1503  E=-436.5198639313  phi=49.436  theta=39.676
1508,-436.5213207571,-436.6741385895739,0.15281783247388603,95.89463768315115,Step 1507  E=-436.5213207571  phi=50.291  theta=40.093
1512,-436.5211410954,-436.6757658948861,0.15462479948610053,97.02852660263524,Step 1511  E=-436.5211410954  phi=51.079  theta=40.879
1516,-436.5213236158,-436.67738404828754,0.15606043248754986,97.92939991232234,Step 1515  E=-436.5213236158  phi=51.524  theta=41.871
1520,-436.5170566312,-436.6741738049063,0.15711717370629685,98.59251503871907,Step 1519  E=-436.5170566312  phi=51.387  theta=42.804
1524,-436.5204146773,-436.67872498530545,0.15831030800546841,99.34121811527886,Step 1523  E=-436.5204146773  phi=50.555  theta=43.416
1528,-436.5159024108,-436.6749129942792,0.1590105834792439,99.78064760952701,Step 1527  E=-436.5159024108  phi=49.080  theta=43.541
1532,-436.513982908,-436.6726728865075,0.158689978507482,99.57946495231468,Step 1531  E=-436.5139829080  phi=47.151  theta=43.138
1536,-436.5088280049,-436.6666139703641,0.15778596546408608,99.01218820290711,Step 1535  E=-436.5088280049  phi=44.997  theta=42.284
1540,-436.5199726187,-436.6771780631495,0.15720544444945972,98.64790576633635,Step 1539  E=-436.5199726187  phi=42.796  theta=41.104
1544,-436.5205430578,-436.6771174648284,0.1565744070284154,98.2519238061427,Step 1543  E=-436.5205430578  phi=40.622  theta=39.722
1548,-436.5223655911,-436.6779587823396,0.15559319123957494,97.63620160254501,Step 1547  E=-436.5223655911  phi=38.464  theta=38.279
1552,-436.5151752971,-436.6707825542936,0.1556072571936511,97.64502812198954,Step 1551  E=-436.5151752971  phi=36.337  theta=37.007
1556,-436.5144373626,-436.67170688746666,0.15726952486664914,98.68811683522463,Step 1555  E=-436.5144373626  phi=34.406  theta=36.198
1560,-436.5037570196,-436.66216686413463,0.15840984453461715,99.40367823033505,Step 1559  E=-436.5037570196  phi=32.959  theta=36.062
1564,-436.5033145856,-436.6614327462307,0.15811816063069273,99.22064381719076,Step 1563  E=-436.5033145856  phi=32.254  theta=36.626
1568,-436.5086167184,-436.66681927854637,0.15820256014637835,99.27360531288983,Step 1567  E=-436.5086167184  phi=32.345  theta=37.787
1572,-436.5197725291,-436.6790122056652,0.15923967656516425,99.92440569138437,Step 1571  E=-436.5197725291  phi=33.048  theta=39.433
1576,-436.5127559946,-436.6724537055109,0.1596977109109048,100.21182658278285,Step 1575  E=-436.5127559946  phi=34.046  theta=41.454
1580,-436.5014804172,-436.6612260778794,0.15974566067939122,100.24191551678722,Step 1579  E=-436.5014804172  phi=35.051  theta=43.647
1584,-436.5002431803,-436.6608870002084,0.16064381990838683,100.80551894219917,Step 1583  E=-436.5002431803  phi=35.919  theta=45.762
1588,-436.5106054577,-436.6726666581472,0.16206120044716954,101.69493865863798,Step 1587  E=-436.5106054577  phi=36.610  theta=47.627
1592,-436.5111706318,-436.67379479303764,0.16262416123765888,102.0482018881961,Step 1591  E=-436.5111706318  phi=37.070  theta=49.173
1596,-436.5012529656,-436.66367569555223,0.16242272995225449,101.92180184823214,Step 1595  E=-436.5012529656  phi=37.192  theta=50.414
1600,-436.49607982,-436.6587657915929,0.1626859715929072,102.08698847170963,Step 1599  E=-436.4960798200  phi=36.880  theta=51.477
1604,-436.4987193106,-436.6616065283139,0.16288721771388737,102.21327231924313,Step 1603  E=-436.4987193106  phi=36.118  theta=52.568
1608,-436.5012910558,-436.66271146783043,0.1614204120304521,101.2928378562779,Step 1607  E=-436.5012910558  phi=34.983  theta=53.775
1612,-436.496658407,-436.6562445003251,0.15958609332511742,100.14178549022922,Step 1611  E=-436.4966584070  phi=33.595  theta=54.932
1616,-436.5029778852,-436.66290946420617,0.1599315790061837,100.35858102825146,Step 1615  E=-436.5029778852  phi=32.101  theta=55.798
1620,-436.5075888693,-436.669026325099,0.1614374557990459,101.30353298254424,Step 1619  E=-436.5075888693  phi=30.738  theta=56.312
1624,-436.5103202894,-436.672685923397,0.16236563399701254,101.88597359538713,Step 1623  E=-436.5103202894  phi=29.791  theta=56.501
1628,-436.5013652535,-436.6647338601237,0.1633686066236919,102.51534842085438,Step 1627  E=-436.5013652535  phi=29.486  theta=56.388
1632,-436.5038453084,-436.66886942516595,0.16502411676594875,103.55419671952811,Step 1631  E=-436.5038453084  phi=29.920  theta=55.982
1636,-436.4999405801,-436.66598062537696,0.16604004527698635,104.19170148517502,Step 1635  E=-436.4999405801  phi=31.009  theta=55.254
1640,-436.5025723701,-436.6682647217734,0.16569235167344232,103.97352045488,Step 1639  E=-436.5025723701  phi=32.463  theta=54.205
1644,-436.5027777075,-436.6674728240134,0.16469511651337143,103.34774594406669,Step 1643  E=-436.5027777075  phi=33.894  theta=53.014
1648,-436.5131729104,-436.6773062383606,0.16413332796059876,102.99521830478164,Step 1647  E=-436.5131729104  phi=35.034  theta=51.941
1652,-436.5081545681,-436.67195797160025,0.16380340350025335,102.78818758018974,Step 1651  E=-436.5081545681  phi=35.896  theta=51.121
1656,-436.5038434326,-436.6672712992722,0.16342786667223663,102.55253466274964,Step 1655  E=-436.5038434326  phi=36.695  theta=50.628
1660,-436.500683212,-436.6644462025228,0.1637629905227982,102.76282805396153,Step 1659  E=-436.5006832120  phi=37.602  theta=50.647
1664,-436.504723485,-436.6695001527463,0.1647766677463096,103.39892011535692,Step 1663  E=-436.5047234850  phi=38.613  theta=51.300
1668,-436.4992790505,-436.66430845730105,0.16502940680106803,103.55751626668358,Step 1667  E=-436.4992790505  phi=39.562  theta=52.506
1672,-436.4936894178,-436.65865353660206,0.16496411880206097,103.51654742876403,Step 1671  E=-436.4936894178  phi=40.185  theta=54.111
1676,-436.4972779522,-436.6630867379294,0.16580878572938218,104.04658392808585,Step 1675  E=-436.4972779522  phi=40.239  theta=55.884
1680,-436.5010379238,-436.6676833652869,0.1666454414868781,104.57159334244399,Step 1679  E=-436.5010379238  phi=39.649  theta=57.478
1684,-436.496789876,-436.66327536788447,0.1664854918844867,104.47122345157075,Step 1683  E=-436.4967898760  phi=38.602  theta=58.650
